lat,lon,height_m
53.2626873,-1.9094713,3.353
53.220115,-1.872495,4.343
50.485609227291,-4.20109517924171,3.353
50.4977380666425,-4.20539532616862,4.496
50.5026080421341,-4.20954162948638,4.343
50.5116962567073,-4.22146887517847,4.115
50.5126228582381,-4.22064422451005,3.81
51.475587,-3.172188,4.42
51.478497,-3.170719,4.953
51.4799333986318,-3.17018494854572,4.267
51.4858900858321,-3.17345913814193,4.496
51.503005,-3.206918,2.286
51.50914,-3.23361,4.343
51.5620943933433,-3.28342108544242,4.724
51.5712,-3.296097,3.429
51.590055061,-3.324740416,4.191
51.599198,-3.341628,3.962
51.60193,-3.34356,4.267
51.62671,-3.330509,2.896
51.712436,-3.346883,4.496
51.4888692477152,-3.17266298063271,4.191
51.501443,-3.17673,3.962
51.51625386,-3.181465686,4.191
51.52752,-3.18164,4.953
51.575724,-3.230289,4.343
51.581216,-3.228956,3.505
51.5916277764251,-3.22947019838266,4.801
51.604354,-3.233026,3.81
51.6328792852616,-3.24306692063615,2.743
51.643500432,-3.236988886,4.115
51.643798321,-3.234998244,2.134
51.647389,-3.225073,2.819
51.670878,-3.229311,3.886
51.710617,-3.228504,3.2
51.74828,-3.28092,4.343
51.4631231943583,-0.11265767162334,4.115
51.463651,-0.107875,4.572
51.46916,-0.07269,4.801
51.469094,-0.061169,4.267
51.4684315439802,-0.0594606451363053,4.267
51.466739,-0.051486,4.343
51.46015302,-0.042032506,4.496
51.452831118,-0.03028886,3.581
51.444117,-0.026316,4.496
51.4455615,-0.025799722,4.801
51.438683483533,-0.0242266480722614,4.648
51.561659,-0.220684,4.877
51.552426,-0.248764,4.648
51.546376,-0.254833,3.581
51.536973,-0.256408,4.648
51.52667,-0.253903,4.724
54.1334998100383,-2.77317756535747,2.743
54.13344,-2.773096,2.743
54.1572678456327,-2.80421756196132,1.981
54.201702587,-2.827007819,4.039
54.1995094215099,-3.0720358543944,2.896
54.196197,-3.079797,3.962
54.192592,-3.08871,4.343
54.19218,-3.092658,4.877
54.109875,-3.210393,4.343
54.11342,-3.21824,3.048
54.209357829,-3.302509582,2.286
54.278712,-3.389512,3.277
54.33551,-3.40482,3.124
54.356577047082,-3.40995295410981,4.039
54.3684055374029,-3.42733441452329,3.581
54.395387507,-3.483766175,3.277
54.4813663254696,-3.59099145413762,1.905
54.749291989,-3.351758626,3.124
54.829258,-3.163765,4.267
55.875798,-4.213874,2.591
52.522867,-1.774783,4.115
52.528908,-1.785633,3.962
52.564386,-1.818751,4.648
52.598988,-1.892344,4.572
52.599125,-1.967848,4.267
52.598845829937,-1.96995507599077,4.496
51.650625,-0.424617,4.496
52.199975,0.159862,4.191
52.239082,0.408683,4.267
52.27269,0.522904,4.115
52.2635944465115,0.591288707756835,4.572
52.257434,0.638117,3.886
52.253577948,0.698733912,4.877
52.252559,0.740341,4.343
52.249937,0.807774,4.191
52.2489827894215,0.823938957727267,4.877
52.2445436862316,0.862807358610457,4.115
52.24303,0.87608,5.029
52.234440529981,0.939530477586918,3.886
51.0938217143073,-2.54231904050798,4.496
51.0792539744656,-2.57981765818252,4.039
51.0739318729668,-2.61018551604756,3.962
51.0713666143433,-2.62479061010414,4.343
51.0671053978824,-2.6441698170868,3.658
51.057172525855,-2.66941129577966,2.667
51.056815006844,-2.67037782071982,3.658
51.0558310711817,-2.67388149451855,3.581
51.0579443791121,-2.69682476155699,4.343
51.062534938423,-2.70711516738464,3.886
51.0631739857905,-2.71248290665791,4.191
51.0608685230717,-2.72360257164012,4.572
51.05121926895,-2.73599107972301,3.734
51.0400212868031,-2.77006072209896,3.886
51.0405217555322,-2.80016249526555,4.039
51.0412315778737,-2.82616738922131,4.496
51.0516182918118,-2.91985727441022,3.505
51.05265,-2.93163,2.972
53.375601,-3.012015,4.039
53.379089,-3.013795,4.115
53.3826586590102,-3.01560319308613,3.658
53.383994,-3.016332,3.962
53.3878711927023,-3.01687286635163,3.886
56.290764,-3.136847,2.667
56.2949971384727,-3.14261105450611,2.743
56.302593,-3.152794,4.572
56.3055592310245,-3.15660507947505,4.343
56.305959,-3.157017,3.277
56.343016,-3.218749,4.115
56.349271,-3.241019,2.591
56.347111,-3.405702,3.124
53.47175,-2.26536,4.42
53.469642,-2.268056,3.962
53.3398288298052,-2.33567527563967,3.2
53.333353,-2.333586,4.191
53.326736,-2.334372,3.81
53.3135585667864,-2.34882974639301,1.981
53.3024032214812,-2.37067587158516,4.572
53.281342,-2.405396,3.734
53.272891,-2.425204,3.658
53.26711,-2.472511,3.581
53.26616,-2.4772,3.556
53.2573098210428,-2.50623125815677,3.81
53.2524094149462,-2.52174368013278,4.496
53.24529,-2.57082,3.886
53.236092,-2.709334,3.962
53.2256046215298,-2.78088206568636,4.191
53.2183806697519,-2.8298244228657,4.42
54.132869,-2.770535,3.886
51.476465,-3.173721,4.496
53.178149,-1.093695,4.267
53.804313,-1.270172,4.039
53.102521,-2.440299,3.886
53.181259685,-2.486348963,4.496
53.1869568860173,-2.49124195764339,4.191
53.189250703,-2.493312792,3.658
53.25713,-2.584479,4.115
53.277879,-2.623214,3.124
53.347611,-2.646631,3.2
53.408642,-2.602587,3.124
53.421430000645,-2.60969971966289,2.362
53.436369,-2.622987,2.591
53.4604795269303,-2.60028135266403,4.496
53.475415,-2.595271,4.267
53.543705853,-2.634010472,4.724
53.5565802444491,-2.64054270068868,4.648
53.58805,-2.6425,4.267
53.596446,-2.646417,3.124
53.62465,-2.65959,3.81
53.6529540954891,-2.66962122996655,4.496
53.652935517,-2.669830113,4.496
53.6667790818926,-2.67325305446005,4.115
53.670795,-2.674464,4.115
53.67851,-2.677665,3.962
53.740903542,-2.704438434,3.429
53.759771,-2.710073,4.42
53.764882,-2.715365,4.343
53.776519,-2.720026,1.981
53.8569389625898,-2.74205858905127,3.962
53.880372872,-2.746872301,3.2
53.8882463818595,-2.74780874346251,3.277
53.928498,-2.761961,3.581
53.9343120493925,-2.76733610624489,3.124
53.93827,-2.77061,2.743
53.96029,-2.77073,3.81
53.9715149257006,-2.7757932914723,4.115
54.036557,-2.799553,2.819
54.051001082134,-2.80865355358048,3.2
54.060466,-2.810181,3.658
54.067086,-2.814582,3.734
54.073216,-2.81972,3.353
54.1125810030499,-2.79151081371338,3.505
54.148909,-2.749544,3.2
54.153416,-2.748133,4.877
54.1866804883602,-2.73584666663545,3.581
54.200918,-2.738882,3.277
54.2442321866066,-2.74610837056136,4.039
54.2515587562304,-2.74697015061146,3.886
54.2559861486379,-2.74976781937982,3.581
54.2648699215556,-2.74697721656673,3.658
54.2769699142774,-2.74184637129604,4.191
54.293385,-2.731827,2.591
54.3279,-2.718313,3.81
54.3593651024266,-2.64007803916013,3.353
54.365222170404,-2.59298458873291,4.953
54.4632297237782,-2.62386695386033,3.81
54.482425,-2.646394,3.124
54.5948559185451,-2.69738889952827,3.658
54.6136007242438,-2.70999904379074,4.877
54.62772,-2.714386,3.734
54.64431,-2.761119,3.2
54.724004004,-2.796577767,3.124
54.7570734516764,-2.81892444077202,3.429
54.7665079643496,-2.82240387080416,3.353
54.775412258811,-2.83556870682429,4.572
54.7849401,-2.8487767,3.658
54.797043,-2.857587,3.2
54.829894,-2.876579,3.277
54.874017,-2.915215,3.048
54.889097,-2.931001,3.962
53.258269,-1.41797,3.886
53.2613137256507,-1.41602683824486,3.962
53.272788,-1.37963,3.124
53.285458,-1.34554,4.343
53.409109,-1.364246,4.572
53.4296987550291,-1.37216257272397,4.369
53.641969,-1.546088,3.353
53.218576,-2.830152,4.42
53.2185950666343,-2.83013915823026,3.505
53.224632,-2.824098,4.343
53.2860289994896,-2.74735015786394,3.429
53.2893571726176,-2.73960861637476,3.658
53.292667,-2.731868,4.42
53.2952305294903,-2.72495842858441,4.953
53.343247,-2.645892,3.886
53.37406,-2.60509,4.42
53.383,-2.60262,3.048
51.578393694,-0.038056418,2.819
51.5808885960229,-0.0330517949533079,4.877
51.586428,-0.002709,4.115
51.619135066612,0.00147847746122869,4.877
51.62782,0.004765,4.801
51.470418,-0.164486,3.505
53.260239,-2.122378,3.353
53.2500292795325,-2.12043766246404,4.039
53.1342057721298,-2.22021255013796,3.429
53.114693,-2.239436,3.658
53.0902,-2.24658,4.42
53.089162,-2.246238,4.191
53.009872,-2.18398,4.039
53.006505,-2.17935,3.124
53.002284,-2.176594,4.724
52.998531,-2.176033,3.658
52.9349908153142,-2.16695015209512,3.581
52.879738,-2.111131,4.877
52.81714,-2.004721,4.801
52.804583,-2.00705,3.581
52.8013430314849,-2.00680969156903,3.734
52.789624,-1.995012,3.048
53.139259,-2.401429,3.581
53.196187,-2.354338,4.877
53.233719921,-2.315185571,3.658
53.27757,-2.26814,3.886
53.278542,-2.265521,3.962
53.326166,-2.225981,3.962
53.369669,-2.195715,2.21
53.37344037,-2.191449853,3.962
53.3834166606557,-2.1801294585124,3.505
53.412692,-2.168455,3.886
53.43519,-2.186926,4.42
53.439126195,-2.190050987,3.962
53.442457,-2.191947,3.429
53.444125,-2.192656,4.877
53.4517316785377,-2.19579127516855,4.724
53.4516364,-2.1957151,4.724
53.45719,-2.198196,4.267
53.45979252,-2.199860619,4.343
53.4598597471557,-2.19956008923784,4.343
53.4665472273854,-2.20663863408492,3.581
53.4666451634108,-2.20636197987698,3.581
53.46832121,-2.209122606,4.801
53.47657,-2.22653,4.648
56.006502,-3.835596,4.572
53.3149563107282,-1.91939853697624,3.734
53.32196615,-1.92053093,4.572
53.322934,-1.920084,3.353
53.33486,-1.91912,4.572
53.2626021437989,-1.90914091551524,3.353
55.820097,-4.255784,4.42
53.094133,-2.439529,4.191
